left,right,match,rule
u4____hl3___bru98_n1____ybj0__,byb9__bx29__sef9__y19___f45___,False,None
n52___ab50__f37___yas1__wad07_,ao1___rut52_jy9___rut52_u85___,False,None
lp3___v72___h23___ab50__sz2___,mg0___yas1__ui1___sz2___n7____,False,None
l0____zzy1__tvr11_gx81__u85___,w2____bx29__ab50__dri57_tn6___,False,None
y19___ox74__mg0___fs8___hu68__,d97___pcc35_z37___vj22__n7____,False,None
zzy1__wad07_fs8___esl6__n1____,wad07_yf5___g57___yj04__f2____,False,None
jy9___d45___lp3___f45___j33___,hn0___olh3__f45___ux87__byb9__,False,None
gl5___n1____hn0___rut52_lj75__,hl3___rr02__ov58__ixk4__ux54__,False,None
i28___jx84__y19___ux54__o4____,u4____l0____bru98_md40__jf4___,False,None
f2____sef9__lp3___esl6__wad07_,d97___qo7___jsm0__tz3___yf5___,False,None
fs8___h3____xrd55_a53___bru98_,tyq0__m59___g57___mg0___d97___,False,None
j33___nx2___hu68__cdo9__xrd55_,j33___hu68__h1____n7____e95___,False,None
i7____bzv3__y19___z37___rut52_,jsm0__hn0___rut52_hu68__dri57_,False,None
zal81_yj04__hu68__ixk4__h3____,hn0___i28___xto84_z37___o4____,False,None
p1____ux87__esl6__ux54__vj22__,gl5___mgb62_vj22__tn6___pcc35_,False,None
l07___u85___gx81__tyq0__ux54__,esl6__fm2___e17___v72___pcc35_,False,None
hu68__hl3___ohi59_jsm0__rut52_,cdo9__qo7___m59___ze83__xa55__,False,None
ox74__hl3___n52___h99___vj22__,lp3___ao1___m59___tvr11_j33___,False,None
nx2___l07___dri57_qto54_y19___,l07___ui1___h99___mx08__ds90__,False,None
zzy1__ov58__u4____hl3___w2____,byb9__bzv3__po16__j33___fm2___,False,None
gx81__ux87__byb9__yas1__o4____,l0____g57___xa55__zr6___g57___,False,None
jx84__ixk4__yf5___byb9__tvr11_,mgb62_vj22__w46___h99___tvr11_,False,None
hu68__ixk4__lfc12_bzv3__w46___,bru98_dri57_h23___w46___ze83__,False,None
ek6___jsm0__n1____w46___yj04__,ux54__ux87__mg0___z37___f45___,False,None
p1____ui1___ui1___h3____tyq0__,jf4___i28___g57___ab50__fm2___,False,None
sef9__bzv3__ab50__ox74__e17___,e17___yas1__olh3__qo7___ds90__,False,None
lj75__hl3___a53___ui1___mgb62_,v72___lp3___z37___v72___zr6___,False,None
tvr11_yf5___g57___l07___z37___,a53___o87___l0____hu68__jx84__,False,None
i28___o87___sef9__g57___lfc12_,tz3___mgb62_tz3___hn0___ek6___,False,None
w46___ao1___ixk4__mg0___ux87__,y19___u4____yj04__ohi59_k2____,False,None
bx29__tyq0__yas1__jsm0__m59___,u85___z37___v72___m59___y19___,False,None
m59___h23___l07___xto84_yj04__,lj75__ohi59_j33___esl6__p1____,False,None
jsm0__bx29__byb9__e17___pcc35_,z37___byb9__d97___xrd55_ov58__,False,None
bru98_mx08__n7____f2____bzv3__,ab50__h23___bx29__po16__f2____,False,None
a53___jf4___vj22__f2____y19___,ox74__gl5___e17___fs8___d45___,False,None
zal81_j33___lj75__l0____o87___,ux54__ek6___ixk4__f37___f2____,False,None
tn6___h3____u4____f2____l0____,gx81__nx2___m59___d45___ab50__,False,None
fm2___lfc12_h23___zzy1__fs8___,cdo9__sz2___ohi59_sz2___mg0___,False,None
n1____bru98_pcc35_a53___ed7___,f45___bru98_bru98_n7____yas1__,False,None
mx08__bru98_l0____ze83__f2____,po16__mgb62_ybj0__md40__m59___,False,None
d45___i7____ui1___zr6___tvr11_,ao1___h99___ao1___w46___cdo9__,False,None
qo7___qo7___hn0___bzv3__ov58__,u4____tyq0__w2____wad07_ui1___,False,None
hu68__ox74__o4____u85___ybj0__,md40__i7____y19___i7____ds90__,False,None
i7____hu68__byb9__po16__nx2___,bru98_zr6___m59___hu68__fm2___,False,None
h3____o87___jsm0__zr6___a53___,h23___yf5___mg0___ao1___l07___,False,None
d45___ed7___ed7___jx84__l0____,d45___ed7___v72___xto84_lj75__,False,None
zzy1__l07___yas1__hu68__lp3___,h23___ds90__lj75__ek6___v72___,False,None
olh3__d97___lfc12_i28___f45___,jx84__n52___f37___ds90__bru98_,False,None
za85__lfc12_m59___esl6__sz2___,byb9__lp3___hl3___fm2___fs8___,False,None
qto54_ox74__jx84__yas1__gl5___,bzv3__zzy1__ui1___h23___e17___,False,None
jx84__gl5___olh3__bru98_hu68__,ds90__gl5___mg0___ze83__fm2___,False,None
h3____ixk4__dri57_w2____ao1___,jy9___i28___k2____ui1___n52___,False,None
fs8___yas1__e17___s9____ed7___,e95___za85__esl6__lfc12_a53___,False,None
o4____ed7___jsm0__zal81_v72___,mx08__h23___f45___olh3__wad07_,False,None
ixk4__k2____o4____fs8___n52___,md40__i7____ixk4__n7____yf5___,False,None
hu68__w2____ohi59_k2____hu68__,jx84__jy9___jf4___tz3___qto54_,False,None
n52___u4____ze83__n52___mx08__,md40__lj75__rr02__rut52_h1____,False,None
bru98_n7____sz2___ybj0__gl5___,zr6___s9____y19___o4____ixk4__,False,None
ds90__qto54_cdo9__yas1__o4____,rut52_fs8___s9____ze83__bzv3__,False,None
ek6___f45___rr02__p1____rr02__,mgb62_u4____n52___mx08__f37___,False,None
tn6___jf4___hn0___mg0___u85___,h1____yj04__e17___h23___g57___,False,None
i7____f2____v72___u85___cdo9__,ui1___jf4___xrd55_nx2___ek6___,False,None
lfc12_zr6___g57___rr02__bx29__,ao1___m59___z37___ab50__l07___,False,None
bzv3__s9____v72___z37___fm2___,bx29__fm2___n1____d97___gl5___,False,None
f2____f45___zr6___ux87__a89___,n52___k2____lfc12_f45___a53___,False,None
j33___g57___jy9___y19___rut52_,xto84_vj22__cdo9__a53___i28___,False,None
mx08__h3____tyq0__l0____tvr11_,ox74__rut52_ed7___yas1__ao1___,False,None
ek6___xa55__o87___ds90__h1____,i7____yas1__ov58__p1____u4____,False,None
gx81__rr02__ao1___e95___n52___,h23___zzy1__hu68__l0____h3____,False,None
po16__z37___po16__h23___ao1___,d45___vj22__xrd55_h3____n7____,False,None
hl3___xrd55_o4____jsm0__bru98_,l0____gx81__rr02__y19___pcc35_,False,None
nx2___yj04__hu68__o4____u4____,rr02__yas1__nx2___z37___za85__,False,None
i7____f45___ed7___mgb62_vj22__,lp3___ux87__h23___sef9__hu68__,False,None
f45___fs8___e95___jsm0__l0____,fs8___hl3___rr02__ox74__z37___,False,None
zal81_sef9__zal81_d45___tz3___,dri57_hu68__e17___v72___jf4___,False,None
o4____mg0___ze83__n52___qo7___,jy9___ze83__a89___byb9__ed7___,False,None
o87___ybj0__lj75__w2____ov58__,p1____olh3__ov58__o4____jf4___,False,None
bx29__w46___ux54__d97___yas1__,v72___mg0___po16__hn0___e95___,False,None
mg0___tn6___ixk4__jx84__ux54__,yj04__hn0___ze83__h3____wad07_,False,None
z37___ux87__jsm0__jf4___yas1__,wad07_f45___ui1___rut52_lp3___,False,None
n7____xrd55_z37___ds90__hn0___,e17___rr02__nx2___a89___tyq0__,False,None
a89___i7____ed7___rut52_tz3___,wad07_n52___lfc12_ds90__s9____,False,None
ixk4__hn0___ixk4__fs8___ed7___,hn0___ab50__nx2___ds90__lfc12_,False,None
lp3___h99___y19___ohi59_vj22__,lfc12_md40__a89___lp3___ab50__,False,None
gl5___ixk4__p1____mg0___o4____,qto54_a53___xrd55_zzy1__fm2___,False,None
h3____yas1__po16__mgb62_olh3__,ab50__h99___esl6__rut52_zzy1__,False,None
d97___tyq0__k2____v72___jx84__,d45___k2____ds90__qo7___ao1___,False,None
ybj0__yf5___ux87__cdo9__rut52_,h3____a89___w2____rr02__jy9___,False,None
ek6___fs8___yas1__xa55__ixk4__,w2____qto54_ao1___xto84_f2____,False,None
bx29__m59___lj75__i7____u4____,cdo9__fs8___lp3___u85___olh3__,False,None
esl6__esl6__hu68__hu68__l07___,tyq0__jx84__jf4___ed7___jy9___,False,None
wad07_n1____e17___pcc35_xrd55_,olh3__m59___o87___ui1___ze83__,False,None
cdo9__f45___lp3___ux87__zal81_,ux54__ds90__yf5___fm2___md40__,False,None
u85___cdo9__ux87__bzv3__pcc35_,tn6___f45___nx2___f2____jx84__,False,None
a53___mx08__mg0___ze83__ao1___,u4____n52___w2____rr02__h99___,False,None
zr6___m59___rut52_n7____a53___,yf5___lj75__nx2___jf4___rut52_,False,None
vj22__mg0___mgb62_md40__wad07_,k2____n7____yj04__n52___xa55__,False,None
ds90__pcc35_ao1___lfc12_mgb62_,bru98_u4____lfc12_cdo9__ux54__,False,None
cdo9__hl3___n7____ed7___l07___,n52___lp3___i7____jx84__vj22__,False,None
ux54__lp3___e95___ohi59_jy9___,u4____e95___o4____ohi59_mg0___,False,None
sef9__g57___tz3___tvr11_k2____,jf4___rut52_d97___ixk4__e17___,False,None
ao1___f2____ao1___l07___lfc12_,ux87__ybj0__tz3___lfc12_gl5___,False,None
mgb62_n1____e95___wad07_h23___,bzv3__vj22__w46___h1____hl3___,False,None
byb9__qto54_ek6___vj22__ds90__,lj75__lj75__a89___ui1___h3____,False,None
rr02__i7____mgb62_xto84_h1____,fm2___v72___za85__l07___ed7___,False,None
v72___rut52_hl3___wad07_tn6___,m59___d97___jsm0__n52___f37___,False,None
ab50__bru98_tvr11_yas1__jx84__,cdo9__jsm0__za85__yj04__w2____,False,None
lfc12_cdo9__tvr11_wad07_yj04__,a53___mx08__mgb62_i7____jx84__,False,None
o4____md40__hl3___ux54__d45___,lp3___lp3___a89___lp3___m59___,False,None
dri57_qo7___xrd55_jy9___yj04__,n1____byb9__cdo9__ux54__po16__,False,None
u4____l0____tyq0__f37___fm2___,i28___zr6___hl3___ze83__u4____,False,None
i28___pcc35_ybj0__olh3__ixk4__,rut52_nx2___gx81__ek6___ui1___,False,None
jy9___a53___lfc12_yas1__o4____,n52___bx29__o87___po16__e17___,False,None
l07___w46___a89___tvr11_ov58__,ux87__gx81__zal81_ux87__jf4___,False,None
dri57_e95___ab50__jsm0__u4____,w2____rr02__byb9__h3____n1____,False,None
h23___bru98_n1____u85___tyq0__,f37___yas1__dri57_ds90__yas1__,False,None
jf4___zzy1__qo7___ux87__lfc12_,jf4___zzy1__ov58__tz3___pcc35_,False,None
tvr11_qo7___bzv3__e17___esl6__,d97___n1____jy9___ohi59_lj75__,False,None
n1____tn6___n52___v72___f2____,lj75__i28___pcc35_ux87__md40__,False,None
o4____fm2___zr6___tyq0__w2____,p1____tyq0__lp3___h1____o4____,False,None
g57___xrd55_jy9___a89___u85___,fm2___z37___o4____ao1___mx08__,False,None
v72___hu68__jsm0__v72___f2____,mx08__j33___hl3___ds90__u4____,False,None
jsm0__mg0___d97___z37___k2____,m59___ox74__mx08__e17___mx08__,False,None
zal81_zzy1__tyq0__w2____dri57_,h3____h23___o4____jf4___fs8___,False,None
mg0___u85___h99___yas1__qo7___,qo7___ov58__o4____d97___n1____,False,None
fm2___rr02__yf5___fs8___rut52_,s9____f45___xto84_ybj0__yf5___,False,None
sef9__f37___m59___f2____f45___,xa55__tn6___za85__yf5___yf5___,False,None
w46___ab50__xa55__jy9___k2____,y19___jf4___dri57_mgb62_xrd55_,False,None
xrd55_pcc35_xrd55_mx08__d45___,ohi59_esl6__h23___gl5___mgb62_,False,None
xa55__byb9__mg0___h99___yf5___,ao1___j33___dri57_jx84__tn6___,False,None
l0____ohi59_l07___rut52_lfc12_,f2____n52___o87___y19___gl5___,False,None
ybj0__fm2___p1____dri57_h23___,d97___fs8___hl3___w46___lj75__,False,None
rut52_fs8___s9____yf5___m59___,ds90__xrd55_tyq0__wad07_u85___,False,None
f2____jsm0__g57___nx2___zal81_,yj04__d97___ds90__h1____olh3__,False,None
lfc12_g57___p1____e17___f2____,n1____h99___lp3___h99___ox74__,False,None
m59___ds90__jx84__yf5___j33___,qo7___tvr11_sz2___jsm0__jsm0__,False,None
tvr11_i7____i7____nx2___f37___,fs8___ux87__w46___hl3___lfc12_,False,None
tvr11_yf5___zal81_mx08__mx08__,ed7___jf4___bru98_mgb62_fs8___,False,None
n52___sef9__ux87__o87___i7____,ek6___u85___fs8___xrd55_o87___,False,None
lp3___olh3__ybj0__zzy1__g57___,tyq0__bru98_gx81__yf5___sef9__,False,None
bx29__bru98_ds90__gx81__esl6__,h3____o87___olh3__k2____o4____,False,None
zr6___u85___y19___w2____h3____,ek6___md40__mgb62_ze83__fm2___,False,None
ux54__ov58__jy9___ao1___o87___,yas1__jx84__d45___n7____bru98_,False,None
yas1__a53___l07___ohi59_lj75__,n1____o4____y19___md40__sz2___,False,None
xto84_ux87__ao1___ov58__yj04__,zal81_h1____j33___h1____bx29__,False,None
w46___jy9___vj22__ov58__p1____,yas1__tn6___a53___o4____h23___,False,None
f2____g57___f37___ek6___zr6___,ux54__po16__f45___k2____n52___,False,None
mgb62_a89___o4____l07___a89___,xa55__md40__md40__za85__n7____,False,None
y19___fm2___jy9___gl5___hl3___,gl5___tz3___mx08__sef9__ybj0__,False,None
dri57_mg0___nx2___tz3___ek6___,byb9__ov58__rut52_tyq0__f2____,False,None
h99___pcc35_sz2___lj75__o4____,tn6___ohi59_h99___g57___f2____,False,None
wad07_n52___vj22__i28___mx08__,md40__jx84__xto84_l07___fm2___,False,None
md40__mgb62_nx2___bru98_jx84__,md40__w2____tyq0__xa55__fm2___,False,None
ek6___fm2___hu68__w2____u85___,sz2___w2____fs8___d45___e17___,False,None
d97___hn0___mx08__ui1___xto84_,m59___ixk4__yf5___e17___qo7___,False,None
ab50__ed7___mgb62_fs8___h1____,hl3___jsm0__sz2___ybj0__fm2___,False,None
h3____e95___pcc35_wad07_gx81__,a89___p1____ov58__zal81_pcc35_,False,None
ixk4__xto84_md40__jx84__zr6___,za85__mg0___e95___j33___i28___,False,None
m59___h3____po16__o4____h1____,lj75__ab50__rr02__u85___a89___,False,None
f37___f45___n1____w46___n52___,w2____pcc35_jx84__g57___ze83__,False,None
bru98_u4____u85___y19___tyq0__,e95___mx08__m59___w2____j33___,False,None
n52___yj04__sz2___xrd55_jsm0__,olh3__esl6__ed7___mx08__h23___,False,None
e17___i7____sef9__d45___w2____,l0____ab50__g57___n52___fs8___,False,None
qo7___cdo9__tz3___esl6__bru98_,ao1___wad07_byb9__f37___yf5___,False,None
cdo9__jx84__bzv3__ui1___wad07_,g57___a89___lfc12_d45___g57___,False,None
vj22__wad07_qto54_n52___tz3___,ui1___n1____i7____h1____za85__,False,None
rut52_yj04__h23___gx81__ybj0__,byb9__rut52_ao1___olh3__yas1__,False,None
md40__cdo9__ek6___hu68__fs8___,rr02__sef9__d97___ox74__cdo9__,False,None
ox74__i28___zal81_sef9__ek6___,ybj0__po16__k2____pcc35_rut52_,False,None
mg0___ed7___yf5___z37___ybj0__,f45___xrd55_ao1___u85___lfc12_,False,None
h1____ox74__jsm0__f37___l07___,zr6___jx84__mx08__jy9___tvr11_,False,None
tyq0__rr02__i28___n1____mgb62_,hl3___o4____cdo9__a53___ox74__,False,None
f2____e95___ab50__h3____bx29__,pcc35_yj04__w46___bx29__f37___,False,None
xto84_jsm0__n7____jf4___xa55__,w46___ov58__yj04__mg0___wad07_,False,None
fs8___xrd55_i28___tyq0__mg0___,i7____n7____esl6__ds90__e17___,False,None
zr6___s9____mgb62_ux87__bru98_,yas1__vj22__jx84__sz2___yj04__,False,None
jy9___ed7___tz3___rut52_y19___,i7____jx84__yj04__ds90__y19___,False,None
ek6___rut52_s9____f2____lp3___,sef9__l0____d45___i7____esl6__,False,None
hn0___md40__tn6___za85__hl3___,o87___dri57_d97___j33___ek6___,False,None
a53___jsm0__f45___ek6___gl5___,f45___zal81_w46___mgb62_d45___,False,None
sz2___ohi59_fs8___ui1___rr02__,w46___lj75__nx2___yas1__fm2___,False,None
d45___gl5___f45___hl3___tn6___,jsm0__yj04__n1____l07___gl5___,False,None
i28___bzv3__ybj0__i7____gx81__,v72___bru98_vj22__bx29__lp3___,False,None
tz3___yj04__dri57_vj22__fs8___,ab50__lj75__ab50__tyq0__v72___,False,None
m59___hn0___gl5___zr6___zzy1__,e95___fs8___lfc12_p1____a53___,False,None
f37___d45___ybj0__a53___lp3___,hu68__jx84__lfc12_ixk4__l07___,False,None
u85___a53___lj75__o87___wad07_,g57___gl5___rr02__z37___a89___,False,None
bru98_o4____a53___f2____sz2___,p1____h23___yas1__wad07_bzv3__,False,None
h3____tz3___tvr11_f2____n1____,jy9___fs8___jx84__h3____e95___,False,None
d45___jy9___ohi59_h1____l0____,hl3___zzy1__olh3__lp3___tz3___,False,None
ao1___i7____e17___f2____h1____,jsm0__f2____po16__w2____rut52_,False,None
p1____ab50__lp3___u4____ybj0__,f37___ox74__j33___hn0___nx2___,False,None
w2____p1____xrd55_n7____ab50__,j33___h3____tyq0__ab50__olh3__,False,None
lp3___ui1___za85__dri57_yas1__,d45___o87___hn0___jsm0__j33___,False,None
u85___a53___f2____xto84_olh3__,mx08__sef9__ybj0__gx81__jsm0__,False,None
ohi59_mx08__bx29__l07___jy9___,h1____g57___ixk4__gx81__n7____,False,None
e17___o4____yj04__w2____rut52_,n52___k2____ui1___n7____n7____,False,None
n52___lp3___tvr11_m59___bx29__,o4____yj04__i28___yf5___pcc35_,False,None
ek6___m59___tn6___n1____j33___,rut52_a89___n1____ov58__xrd55_,False,None
zr6___zal81_sz2___a53___jsm0__,fs8___f45___ixk4__ek6___byb9__,False,None
ab50__bzv3__o4____esl6__e17___,mx08__po16__ab50__byb9__esl6__,False,None
v72___zal81_u85___bx29__m59___,ov58__jsm0__xrd55_tz3___gx81__,False,None
jsm0__tyq0__ox74__po16__ao1___,lj75__hn0___lp3___z37___ao1___,False,None
xto84_e17___g57___yf5___yj04__,u85___ux87__po16__a53___ux54__,False,None
h1____n52___ohi59_zr6___m59___,dri57_n52___ux54__pcc35_bzv3__,False,None
esl6__zzy1__bx29__j33___yj04__,sz2___lj75__xto84_ab50__gx81__,False,None
l07___sef9__ed7___esl6__rut52_,lp3___h23___mx08__za85__f45___,False,None
m59___o87___j33___v72___olh3__,d97___n1____f2____zr6___esl6__,False,None
ui1___e17___ed7___ohi59_zal81_,ao1___fs8___n7____qto54_o4____,False,None
gl5___lp3___zr6___mx08__jy9___,ox74__po16__hu68__jf4___nx2___,False,None
h3____mx08__ze83__u85___i7____,qo7___sef9__ox74__h99___zzy1__,False,None
olh3__n7____hu68__n1____d45___,g57___h1____yj04__ze83__o87___,False,None
l07___h23___a53___dri57_ds90__,jy9___ui1___ixk4__zal81_za85__,False,None
lj75__tvr11_qto54_h1____lfc12_,cdo9__o87___ox74__sz2___jy9___,False,None
po16__n1____s9____wad07_e95___,l07___nx2___nx2___olh3__j33___,False,None
e95___l0____mg0___tyq0__a89___,lj75__mgb62_y19___l07___fm2___,False,None
rr02__mg0___jy9___f45___hl3___,i28___xto84_ox74__f37___xa55__,False,None
pcc35_lp3___o87___lfc12_ixk4__,m59___lp3___y19___o87___po16__,False,None
md40__p1____yas1__a89___h99___,jsm0__pcc35_qto54_nx2___tn6___,False,None
d97___ze83__h1____ox74__jsm0__,olh3__tz3___xto84_ze83__f2____,False,None
rut52_i28___xto84_ab50__bx29__,gl5___qto54_wad07_z37___jsm0__,False,None
ixk4__rut52_w46___tn6___p1____,tz3___d97___mg0___j33___f37___,False,None
e17___ohi59_za85__ybj0__jsm0__,mg0___fm2___bx29__ox74__pcc35_,False,None
bru98_ybj0__bru98_j33___hl3___,e95___jsm0__bzv3__u85___lfc12_,False,None
zal81_jf4___rr02__bru98_xrd55_,esl6__y19___xa55__h3____e95___,False,None
po16__f45___e17___hu68__f45___,w2____rut52_cdo9__o4____o4____,False,None
xto84_f45___e95___yas1__z37___,jx84__ek6___e17___ux87__o87___,False,None
zzy1__o87___f37___j33___esl6__,ze83__i28___sz2___bru98_m59___,False,None
o87___zal81_ixk4__po16__i28___,olh3__xto84_ze83__zzy1__tyq0__,False,None
yas1__ixk4__l07___w46___ohi59_,ds90__w2____zzy1__p1____ze83__,False,None
cdo9__rr02__lj75__tvr11_v72___,zal81_w2____fs8___hn0___rut52_,False,None
xto84_h23___tyq0__h3____o4____,zr6___j33___bzv3__po16__xrd55_,False,None
rr02__rut52_u4____s9____s9____,rr02__jx84__dri57_rut52_tz3___,False,None
ed7___e95___ux54__lfc12_h23___,w2____i28___pcc35_d97___lfc12_,False,None
xto84_ds90__lp3___sz2___tyq0__,za85__tz3___d97___po16__tvr11_,False,None
zzy1__h3____e17___ao1___y19___,a89___mg0___f45___xto84_bzv3__,False,None
hu68__ab50__zzy1__dri57_sef9__,ao1___cdo9__f2____mgb62_bru98_,False,None
k2____mg0___zal81_ybj0__a89___,ui1___xto84_e95___w2____xto84_,False,None
n7____ov58__ab50__z37___d97___,n7____xa55__esl6__ixk4__ek6___,False,None
ao1___n52___fs8___ux54__v72___,jy9___h3____h3____tn6___d97___,False,None
w2____ox74__ao1___u85___ux54__,h23___i7____ohi59_h99___za85__,False,None
xrd55_f45___qto54_z37___ux54__,jsm0__esl6__p1____ohi59_yas1__,False,None
yas1__jsm0__j33___ao1___za85__,bx29__gl5___bru98_ab50__lfc12_,False,None
bru98_yj04__ybj0__w46___vj22__,tz3___jy9___hn0___d97___fs8___,False,None
bx29__fs8___xrd55_po16__ux54__,i7____zr6___tyq0__dri57_dri57_,False,None
ov58__k2____ov58__ek6___gx81__,a53___qo7___za85__u4____n52___,False,None
mgb62_rut52_jx84__h99___rut52_,u85___f45___tn6___l07___qo7___,False,None
za85__yas1__tvr11_e95___ab50__,za85__ohi59_z37___jsm0__i28___,False,None
f2____ed7___jx84__y19___f45___,n1____mgb62_h3____ybj0__zal81_,False,None
g57___tyq0__md40__l0____yf5___,y19___bx29__u4____h1____h99___,False,None
o87___l0____rr02__ux54__mgb62_,bzv3__ds90__lj75__d45___f45___,False,None
mgb62_a53___n52___qto54_qto54_,qto54_lp3___ze83__u4____ixk4__,False,None
ao1___sef9__ox74__w46___i7____,bzv3__u85___fs8___ux54__ox74__,False,None
j33___l0____zr6___l07___zal81_,bzv3__e95___rr02__cdo9__zr6___,False,None
s9____w2____k2____tvr11_o4____,w2____ov58__l07___po16__zal81_,False,None
e17___a89___ixk4__j33___lfc12_,hu68__jy9___qo7___u85___nx2___,False,None
zzy1__d97___l07___pcc35_zr6___,w46___wad07_o4____jx84__jy9___,False,None
ds90__mgb62_zal81_xa55__f37___,e17___jy9___fm2___a53___fs8___,False,None
ov58__zr6___y19___xto84_lj75__,f2____l0____sef9__w46___zr6___,False,None
ds90__rr02__yf5___l07___jsm0__,za85__pcc35_yf5___i7____f45___,False,None
ed7___md40__gx81__yj04__jf4___,n7____o87___rr02__w46___a53___,False,None
gl5___tyq0__po16__ux54__ohi59_,byb9__y19___ab50__wad07_ux54__,False,None
h99___e17___byb9__y19___gx81__,ox74__o4____mgb62_s9____mgb62_,False,None
u85___hl3___fs8___ze83__jy9___,z37___ek6___h99___qo7___fs8___,False,None
hu68__w2____bx29__i28___bzv3__,byb9__n52___h99___u4____xa55__,False,None
y19___e95___o87___zzy1__p1____,k2____ek6___w2____jf4___xa55__,False,None
xrd55_d45___yas1__h1____n7____,tvr11_h3____ybj0__fm2___hl3___,False,None
mgb62_h99___bzv3__za85__a53___,h1____sef9__f37___jsm0__nx2___,False,None
nx2___bx29__md40__o87___xa55__,dri57_m59___hl3___l07___e95___,False,None
rut52_bx29__rr02__gx81__ao1___,ab50__hn0___f37___ek6___nx2___,False,None
rr02__bzv3__tz3___w46___ao1___,n1____xto84_h99___gl5___qo7___,False,None
za85__dri57_f2____j33___dri57_,h1____d97___vj22__e17___n1____,False,None
tn6___d45___dri57_qo7___d97___,w46___sz2___ab50__f2____o4____,False,None
l07___bru98_sz2___bru98_fm2___,tn6___n1____f45___g57___g57___,False,None
qto54_xrd55_o4____nx2___hn0___,n52___f2____n52___o87___i7____,False,None
fs8___sef9__lj75__h99___e95___,e17___n7____ohi59_qo7___jsm0__,False,None
h3____dri57_ixk4__f2____o87___,ohi59_wad07_rut52_f2____v72___,False,None
zzy1__f45___nx2___yas1__nx2___,u4____n52___w2____byb9__xrd55_,False,None
pcc35_zal81_tvr11_ux87__ixk4__,ao1___w2____lj75__fm2___o87___,False,None
f37___rr02__xrd55_h3____fs8___,za85__qo7___gl5___lp3___i28___,False,None
mg0___sef9__bru98_mg0___lj75__,u4____l0____ze83__qo7___ze83__,False,None
sef9__esl6__lj75__w2____e95___,ze83__jx84__yas1__g57___ds90__,False,None
lfc12_e17___ux87__md40__f37___,tz3___pcc35_y19___fm2___fs8___,False,None
nx2___rr02__y19___tvr11_n1____,wad07_xrd55_s9____jy9___ox74__,False,None
yas1__ybj0__z37___d97___ov58__,e95___hl3___yas1__bru98_ed7___,False,None
xrd55_mgb62_tn6___l0____hl3___,pcc35_ixk4__dri57_h1____ui1___,False,None
d97___y19___sz2___ao1___h99___,sz2___d97___byb9__ao1___qo7___,False,None
ed7___bzv3__l07___i7____u85___,byb9__y19___zal81_i7____wad07_,False,None
w46___wad07_o87___tz3___ox74__,xrd55_s9____qo7___w46___e17___,False,None
u85___d45___qo7___lp3___i28___,d97___yas1__gl5___rut52_dri57_,False,None
jy9___ze83__mgb62_v72___a89___,fm2___pcc35_e17___h1____ds90__,False,None
jsm0__ed7___ab50__l0____ao1___,esl6__gx81__u4____ux87__l07___,False,None
zzy1__ov58__za85__zal81_ed7___,hl3___fm2___o87___yj04__olh3__,False,None
xa55__w46___f2____j33___xrd55_,gl5___j33___ek6___a89___ybj0__,False,None
za85__wad07_sef9__bx29__h99___,esl6__esl6__rr02__olh3__ze83__,False,None
zr6___h3____e17___fm2___jy9___,ed7___n7____y19___tz3___ao1___,False,None
za85__zzy1__lj75__u85___u4____,ui1___byb9__i7____tvr11_e17___,False,None
y19___hn0___ybj0__y19___m59___,ao1___ui1___tvr11_rr02__n7____,False,None
y19___n7____ux87__h3____p1____,u4____ox74__zal81_n52___n52___,False,None
pcc35_lj75__nx2___a89___f37___,sz2___ek6___byb9__xrd55_xa55__,False,None
sz2___zzy1__sz2___vj22__jf4___,zzy1__f2____j33___hl3___n1____,False,None
cdo9__n52___j33___ux54__gx81__,mgb62_cdo9__o4____bx29__dri57_,False,None
k2____e95___hl3___olh3__bru98_,zal81_fm2___rut52_pcc35_u85___,False,None
md40__ohi59_xa55__ds90__jsm0__,ux87__esl6__zr6___sz2___ohi59_,False,None
xrd55_h99___ao1___i28___d97___,ds90__gx81__ek6___hl3___nx2___,False,None
ds90__l0____dri57_ek6___pcc35_,ed7___d97___qo7___i7____ui1___,False,None
bx29__f2____zr6___k2____n52___,h1____tvr11_f37___po16__byb9__,False,None
qo7___ybj0__f37___ao1___olh3__,f2____wad07_ov58__zzy1__i28___,False,None
ze83__dri57_w46___ed7___h23___,lp3___gl5___olh3__s9____wad07_,False,None
m59___w2____bru98_h3____lfc12_,wad07_n7____ox74__w2____ux87__,False,None
ui1___mgb62_n7____sz2___olh3__,ek6___ed7___byb9__h23___w46___,False,None
bru98_qto54_dri57_bx29__d45___,wad07_i7____yj04__j33___cdo9__,False,None
y19___z37___bx29__i28___k2____,hu68__h23___ao1___fm2___ze83__,False,None
fs8___u4____f45___ybj0__yf5___,o4____jy9___l07___yj04__jf4___,False,None
a53___fs8___h23___l07___i7____,bru98_md40__yf5___ixk4__mx08__,False,None
a53___a89___xa55__w46___g57___,fs8___j33___pcc35_u4____v72___,False,None
jy9___sef9__yas1__zzy1__md40__,d45___l0____e95___nx2___yf5___,False,None
wad07_u4____f37___ui1___xto84_,jf4___l0____e17___ohi59_xa55__,False,None
bzv3__za85__z37___lp3___jy9___,ao1___sef9__y19___ox74__d97___,False,None
bru98_tn6___g57___po16__pcc35_,vj22__lp3___zal81_v72___hn0___,False,None
jsm0__gl5___zal81_zr6___a53___,rut52_tn6___tz3___s9____fs8___,False,None
